Drug1	Drug2	Drug1_ATC_Code	Drug2_ATC_Code	ATC_Jacard_Sim	Similarity
methotrimeprazine	cyclizine	N05AA02	R06AE03,R06AE53	0.0	0.77445084
amorolfine	terbinafine	D01AE16	D01BA02,D01AE15	1.0	0.74506426
amorolfine	ciclopirox	D01AE16	G01AX12,D01AE14	0.5	0.7847933
amorolfine	butenafine	D01AE16	D01AE23	1.0	0.7585198
amorolfine	luliconazole	D01AE16	D01AC18	1.0	0.75326973
phenformin	buformin	A10BA01,A10BD01	A10BA03	1.0	0.77905077
vinorelbine	ixabepilone	L01CA04	L01DC04	1.0	0.7189386
netilmicin	carbenicillin	S01AA23,J01GB07	J01CR50,J01CA03	0.5	0.7037626
netilmicin	ceftizoxime	S01AA23,J01GB07	J01DD07	0.5	0.74670184
netilmicin	cefpirome	S01AA23,J01GB07	J01DE02	0.5	0.7284586
cisplatin	doxorubicin	L01XA01	L01DB01	1.0	0.7039693
cisplatin	oxaliplatin	L01XA01	L01XA03	1.0	0.7402846
indapamide	manidipine	C03BA11,C09BX01,G01AE10	C08CA11,C09BB12	0.5	0.7909243
indapamide	chlorthalidone	C03BA11,C09BX01,G01AE10	C03BA04,C03BB04,C03EA06,G01AE10	1.0	0.79408777
indapamide	lercanidipine	C03BA11,C09BX01,G01AE10	C09DB08,C08CA13,C09BB02	0.5	0.8290165
indapamide	benazepril	C03BA11,C09BX01,G01AE10	C09AA07,C09BA07	0.5	0.7619504
indapamide	valsartan	C03BA11,C09BX01,G01AE10	C09DB08,C09DX02,C10BX10,C09DB01,C09DX01,C09DA03,C09CA03,C09DX04	0.5	0.72389275
indapamide	fosinopril	C03BA11,C09BX01,G01AE10	C09AA09,C09BA09	0.5	0.7221844
indapamide	imidapril	C03BA11,C09BX01,G01AE10	C09AA16	0.5	0.70223975
indapamide	bendroflumethiazide	C03BA11,C09BX01,G01AE10	C03EA13,C03AA01,C03AB01,G01AE10	1.0	0.72995573
indapamide	benidipine	C03BA11,C09BX01,G01AE10	C08CA15	0.5	0.7539719
indapamide	lacidipine	C03BA11,C09BX01,G01AE10	C08CA09	0.5	0.75376433
indapamide	delapril	C03BA11,C09BX01,G01AE10	C09BA12,C09BB12,C09AA12	0.5	0.77553105
indapamide	perindopril	C03BA11,C09BX01,G01AE10	C10BX11,C09AA04,C09BX02,C09BA04,C09BX01,C09BB04	0.5	0.73934615
indapamide	ramipril	C03BA11,C09BX01,G01AE10	C09AA05,C10BX04,C10BX06,C09BA05,C09BB07,C09BB05	0.5	0.7602037
indapamide	zofenopril	C03BA11,C09BX01,G01AE10	C09BA15,C09AA15	0.5	0.7264841
indapamide	lisinopril	C03BA11,C09BX01,G01AE10	C09AA03,C09BB03,C09BA03,C10BX07	0.5	0.7552181
indapamide	quinapril	C03BA11,C09BX01,G01AE10	C09AA06,C09BA06	0.5	0.76061535
candesartan	lercanidipine	C09CA06,C09DB07,C09DA06	C09DB08,C08CA13,C09BB02	1.0	0.76129836
candesartan	eplerenone	C09CA06,C09DB07,C09DA06	C03DA04	1.0	0.7167705
candesartan	losartan	C09CA06,C09DB07,C09DA06	C09DA01,C09DB06,C09CA01	1.0	0.76133865
candesartan	fimasartan	C09CA06,C09DB07,C09DA06	C09CA10	1.0	0.7531243
candesartan	valsartan	C09CA06,C09DB07,C09DA06	C09DB08,C09DX02,C10BX10,C09DB01,C09DX01,C09DA03,C09CA03,C09DX04	1.0	0.78873163
candesartan	imidapril	C09CA06,C09DB07,C09DA06	C09AA16	1.0	0.708932
candesartan	benidipine	C09CA06,C09DB07,C09DA06	C08CA15	1.0	0.7224233
candesartan	captopril	C09CA06,C09DB07,C09DA06	C09AA01,C09BA01	1.0	0.7118751
candesartan	perindopril	C09CA06,C09DB07,C09DA06	C10BX11,C09AA04,C09BX02,C09BA04,C09BX01,C09BB04	1.0	0.75686413
candesartan	aliskiren	C09CA06,C09DB07,C09DA06	C09DX02,C09XA52,C09XA02,C09XA54,C09XA53	1.0	0.7480123
candesartan	ramipril	C09CA06,C09DB07,C09DA06	C09AA05,C10BX04,C10BX06,C09BA05,C09BB07,C09BB05	1.0	0.7639434
candesartan	enalapril	C09CA06,C09DB07,C09DA06	C09BB06,C09BB02,C09AA02,C09BA02	1.0	0.7159466
candesartan	zofenopril	C09CA06,C09DB07,C09DA06	C09BA15,C09AA15	1.0	0.70853084
candesartan	telmisartan	C09CA06,C09DB07,C09DA06	C09DB04,C09DA07,C09CA07	1.0	0.81282455
candesartan	lisinopril	C09CA06,C09DB07,C09DA06	C09AA03,C09BB03,C09BA03,C10BX07	1.0	0.717874
candesartan	quinapril	C09CA06,C09DB07,C09DA06	C09AA06,C09BA06	1.0	0.70362455
palonosetron	granisetron	A04AA55,A04AA05	A04AA02	1.0	0.81133616
palonosetron	ondansetron	A04AA55,A04AA05	A04AA01	1.0	0.7266641
clemastine	triprolidine	D04AA14,R06AA04,R06AA54	R06AX07	0.5	0.75139046
clemastine	meclizine	D04AA14,R06AA04,R06AA54	R06AE55,R06AE05	0.5	0.70496273
clemastine	pheniramine	D04AA14,R06AA04,R06AA54	R06AB05,D04AA16	1.0	0.71717584
clemastine	cetirizine	D04AA14,R06AA04,R06AA54	R06AE07	0.5	0.70065993
manidipine	chlorthalidone	C08CA11,C09BB12	C03BA04,C03BB04,C03EA06,G01AE10	0.5	0.7343144
manidipine	lercanidipine	C08CA11,C09BB12	C09DB08,C08CA13,C09BB02	1.0	0.8317719
manidipine	benazepril	C08CA11,C09BB12	C09AA07,C09BA07	1.0	0.7197099
manidipine	temocapril	C08CA11,C09BB12	C09AA14	1.0	0.7301324
manidipine	fosinopril	C08CA11,C09BB12	C09AA09,C09BA09	1.0	0.7456659
manidipine	imidapril	C08CA11,C09BB12	C09AA16	1.0	0.7446369
manidipine	benidipine	C08CA11,C09BB12	C08CA15	1.0	0.8617157
manidipine	lacidipine	C08CA11,C09BB12	C08CA09	1.0	0.81777096
manidipine	delapril	C08CA11,C09BB12	C09BA12,C09BB12,C09AA12	1.0	0.8431817
manidipine	zofenopril	C08CA11,C09BB12	C09BA15,C09AA15	1.0	0.7041943
manidipine	quinapril	C08CA11,C09BB12	C09AA06,C09BA06	1.0	0.7480656
pitavastatin	pravastatin	C10AA08	C10AA03,C10BX02,C10BA03	1.0	0.7933046
pitavastatin	rosuvastatin	C10AA08	C10BX10,C10BX05,C10AA07,C10BA06,C10BX07,G01AE10,C10BX09	0.5	0.79361326
topiramate	zonisamide	N03AX11	N03AX15,G01AE10	0.5	0.7282528
treprostinil	epoprostenol	B01AC21	B01AC09	1.0	0.796408
treprostinil	selexipag	B01AC21	B01AC27	1.0	0.7325718
posaconazole	fluconazole	J02AC04	J02AC01,D01AC15,J01RA07	0.5	0.70630693
posaconazole	micafungin	J02AC04	J02AX05	1.0	0.7216908
posaconazole	voriconazole	J02AC04	J02AC03	1.0	0.73104465
nefopam	dexketoprofen	N02BG06	M02AA27,M01AE17	0.0	0.75923663
nefopam	alfentanil	N02BG06	N01AH02	1.0	0.71116984
chlorthalidone	lercanidipine	C03BA04,C03BB04,C03EA06,G01AE10	C09DB08,C08CA13,C09BB02	0.5	0.76795477
chlorthalidone	benazepril	C03BA04,C03BB04,C03EA06,G01AE10	C09AA07,C09BA07	0.5	0.7028362
chlorthalidone	fosinopril	C03BA04,C03BB04,C03EA06,G01AE10	C09AA09,C09BA09	0.5	0.71124953
chlorthalidone	bendroflumethiazide	C03BA04,C03BB04,C03EA06,G01AE10	C03EA13,C03AA01,C03AB01,G01AE10	1.0	0.7774039
chlorthalidone	delapril	C03BA04,C03BB04,C03EA06,G01AE10	C09BA12,C09BB12,C09AA12	0.5	0.7529141
chlorthalidone	ramipril	C03BA04,C03BB04,C03EA06,G01AE10	C09AA05,C10BX04,C10BX06,C09BA05,C09BB07,C09BB05	0.5	0.7331123
chlorthalidone	zofenopril	C03BA04,C03BB04,C03EA06,G01AE10	C09BA15,C09AA15	0.5	0.7130196
chlorthalidone	bisoprolol	C03BA04,C03BB04,C03EA06,G01AE10	C07BB07,C09BX02,C07FB07,C07AB57,C07AB07	0.5	0.71406
chlorthalidone	lisinopril	C03BA04,C03BB04,C03EA06,G01AE10	C09AA03,C09BB03,C09BA03,C10BX07	0.5	0.7619599
chlorthalidone	quinapril	C03BA04,C03BB04,C03EA06,G01AE10	C09AA06,C09BA06	0.5	0.74085134
olanzapine	asenapine	N05AH03	N05AH05	1.0	0.71961004
olanzapine	aripiprazole	N05AH03	N05AX12	1.0	0.76443046
olanzapine	ziprasidone	N05AH03	N05AE04	1.0	0.73414975
olanzapine	amisulpride	N05AH03	N05AL05	1.0	0.71879554
saruplase	anistreplase	B01AD08	B01AD03	1.0	0.7183074
nateglinide	miglitol	A10BX03	A10BF02	1.0	0.7544518
nateglinide	repaglinide	A10BX03	A10BD14,A10BX02	1.0	0.8307585
nateglinide	glimepiride	A10BX03	A10BB12,A10BD06,A10BD04	1.0	0.7599118
methylphenobarbital	methsuximide	N03AA01,N05CB01	N03AD03	1.0	0.7275705
lercanidipine	benazepril	C09DB08,C08CA13,C09BB02	C09AA07,C09BA07	1.0	0.7065544
lercanidipine	fimasartan	C09DB08,C08CA13,C09BB02	C09CA10	1.0	0.71513516
lercanidipine	valsartan	C09DB08,C08CA13,C09BB02	C09DB08,C09DX02,C10BX10,C09DB01,C09DX01,C09DA03,C09CA03,C09DX04	1.0	0.74169445
lercanidipine	fosinopril	C09DB08,C08CA13,C09BB02	C09AA09,C09BA09	1.0	0.70414007
lercanidipine	imidapril	C09DB08,C08CA13,C09BB02	C09AA16	1.0	0.71426535
lercanidipine	benidipine	C09DB08,C08CA13,C09BB02	C08CA15	1.0	0.8405435
lercanidipine	lacidipine	C09DB08,C08CA13,C09BB02	C08CA09	1.0	0.81778365
lercanidipine	delapril	C09DB08,C08CA13,C09BB02	C09BA12,C09BB12,C09AA12	1.0	0.76053274
lercanidipine	perindopril	C09DB08,C08CA13,C09BB02	C10BX11,C09AA04,C09BX02,C09BA04,C09BX01,C09BB04	1.0	0.72432727
lercanidipine	ramipril	C09DB08,C08CA13,C09BB02	C09AA05,C10BX04,C10BX06,C09BA05,C09BB07,C09BB05	1.0	0.7825766
lercanidipine	zofenopril	C09DB08,C08CA13,C09BB02	C09BA15,C09AA15	1.0	0.7739574
lercanidipine	bisoprolol	C09DB08,C08CA13,C09BB02	C07BB07,C09BX02,C07FB07,C07AB57,C07AB07	1.0	0.7072646
lercanidipine	telmisartan	C09DB08,C08CA13,C09BB02	C09DB04,C09DA07,C09CA07	1.0	0.73716575
lercanidipine	lisinopril	C09DB08,C08CA13,C09BB02	C09AA03,C09BB03,C09BA03,C10BX07	1.0	0.75245756
lercanidipine	quinapril	C09DB08,C08CA13,C09BB02	C09AA06,C09BA06	1.0	0.761583
epoprostenol	iloprost	B01AC09	B01AC11	1.0	0.7322965
imatinib	ponatinib	L01XE01	L01XE24	1.0	0.7128612
imatinib	dasatinib	L01XE01	L01XE06	1.0	0.7083912
glibornuride	tolazamide	A10BB04	A10BB05	1.0	0.72915196
travoprost	bimatoprost	S01EE04	S01EE03	1.0	0.8489218
travoprost	latanoprost	S01EE04	S01EE01	1.0	0.87434995
suprofen	droxicam	M01AE07	M01AC04	1.0	0.7184682
suprofen	oxaprozin	M01AE07	M01AE12	1.0	0.77095056
suprofen	benoxaprofen	M01AE07	M01AE06	1.0	0.7449942
ranitidine	itopride	A02BA07,A02BA02	A03FA07	1.0	0.70599574
ranitidine	lafutidine	A02BA07,A02BA02	A02BA08	1.0	0.7013164
ranitidine	cimetidine	A02BA07,A02BA02	A02BA01,A02BA51	1.0	0.7974954
ranitidine	omeprazole	A02BA07,A02BA02	A02BD05,A02BC01,A02BD01	1.0	0.7525429
guaifenesin	pseudoephedrine	R05CA03	R01BA02,R01BA52	1.0	0.75088435
guaifenesin	methocarbamol	R05CA03	M03BA53,M03BA03,M03BA73	0.0	0.7304473
guaifenesin	cyclizine	R05CA03	R06AE03,R06AE53	1.0	0.7127463
fenfluramine	dexfenfluramine	A08AA02	A08AA04	1.0	0.83564574
prenylamine	gallopamil	C01DX52,C01DX02	C08DA02	1.0	0.765989
terbinafine	itraconazole	D01BA02,D01AE15	J02AC02	0.0	0.72131985
oritavancin	doripenem	J01XA05	J01DH04	1.0	0.7082588
oritavancin	ceftobiprole	J01XA05	J01DI01	1.0	0.786622
oritavancin	telavancin	J01XA05	J01XA03	1.0	0.85529083
oritavancin	tedizolid	J01XA05	J01XX11	1.0	0.7146088
cefonicid	flomoxef	J01DC06	J01DC14	1.0	0.7384459
cefonicid	cefpiramide	J01DC06	J01DD11	1.0	0.7043347
cefonicid	ceftizoxime	J01DC06	J01DD07	1.0	0.8011443
cefonicid	cefamandole	J01DC06	J01DC03	1.0	0.7966565
cefonicid	cefotiam	J01DC06	J01DC07	1.0	0.77164954
cefonicid	latamoxef	J01DC06	J01DD06	1.0	0.7326111
cefonicid	mezlocillin	J01DC06	J01CR50,J01CA10	1.0	0.79525846
vandetanib	pazopanib	L01XE12	L01XE11	1.0	0.7034089
vandetanib	tivozanib	L01XE12	L01XE34	1.0	0.75240827
vandetanib	axitinib	L01XE12	L01XE17	1.0	0.7746419
vandetanib	lenvatinib	L01XE12	L01XE29	1.0	0.74567443
eplerenone	aliskiren	C03DA04	C09DX02,C09XA52,C09XA02,C09XA54,C09XA53	1.0	0.72443414
atracurium	pipecuronium	M03AC04	M03AC06	1.0	0.740243
atracurium	pancuronium	M03AC04	M03AC01	1.0	0.8085972
dabrafenib	ipilimumab	L01XE23	L01XC11	1.0	0.718363
dabrafenib	trametinib	L01XE23	L01XE25	1.0	0.7467414
selegiline	rasagiline	N04BD01	N04BD02	1.0	0.84135634
tacrolimus	ciclosporin	D11AH01,L04AD02	S01XA18,L04AD01	0.3333333333333333	0.7101722
losartan	valsartan	C09DA01,C09DB06,C09CA01	C09DB08,C09DX02,C10BX10,C09DB01,C09DX01,C09DA03,C09CA03,C09DX04	1.0	0.72259146
losartan	captopril	C09DA01,C09DB06,C09CA01	C09AA01,C09BA01	1.0	0.7287297
losartan	aliskiren	C09DA01,C09DB06,C09CA01	C09DX02,C09XA52,C09XA02,C09XA54,C09XA53	1.0	0.7533477
losartan	enalapril	C09DA01,C09DB06,C09CA01	C09BB06,C09BB02,C09AA02,C09BA02	1.0	0.70059913
losartan	telmisartan	C09DA01,C09DB06,C09CA01	C09DB04,C09DA07,C09CA07	1.0	0.7493887
duloxetine	milnacipran	N06AX21	N06AX17	1.0	0.76941866
duloxetine	amitriptyline	N06AX21	N06CA01,N06AA09	1.0	0.7166521
duloxetine	paroxetine	N06AX21	N06AB05	1.0	0.70054007
otilonium	mepenzolate	A03AB06,A03CA04	A03AB12	1.0	0.80892146
otilonium	fentonium	A03AB06,A03CA04	A03BB04	1.0	0.73187417
otilonium	distigmine	A03AB06,A03CA04	N07AA03	0.0	0.8151177
otilonium	demecarium	A03AB06,A03CA04	S01EB04	0.0	0.82256365
otilonium	timepidium	A03AB06,A03CA04	A03AB19	1.0	0.7948963
ritonavir	atazanavir	J05AX67,J05AR10,J05AE03,J05AX66	J05AE08,J05AR15	1.0	0.7318801
ritonavir	cobicistat	J05AX67,J05AR10,J05AE03,J05AX66	J05AR14,J05AR18,V03AX03,J05AR15,J05AR09	0.5	0.7707117
ritonavir	nelfinavir	J05AX67,J05AR10,J05AE03,J05AX66	J05AE04	1.0	0.7006342
ritonavir	indinavir	J05AX67,J05AR10,J05AE03,J05AX66	J05AE02	1.0	0.71298593
faropenem	sitafloxacin	J01DI03	J01MA21	1.0	0.7914104
faropenem	cefprozil	J01DI03	J01DC10	1.0	0.7001772
faropenem	ceftizoxime	J01DI03	J01DD07	1.0	0.7053077
faropenem	cefpodoxime	J01DI03	J01DD13	1.0	0.73881716
faropenem	ceftobiprole	J01DI03	J01DI01	1.0	0.7620866
faropenem	cefdinir	J01DI03	J01DD15	1.0	0.7662833
faropenem	gemifloxacin	J01DI03	J01MA15	1.0	0.75923
faropenem	telithromycin	J01DI03	J01FA15	1.0	0.73996687
asenapine	aripiprazole	N05AH05	N05AX12	1.0	0.73029983
asenapine	cariprazine	N05AH05	N05AX15	1.0	0.7748418
asenapine	ziprasidone	N05AH05	N05AE04	1.0	0.79222625
asenapine	vilazodone	N05AH05	N06AX24	1.0	0.7182057
asenapine	amisulpride	N05AH05	N05AL05	1.0	0.74573654
cefoxitin	oxacillin	J01DC01	J01CR50,J01CF04	1.0	0.75903714
levocabastine	emedastine	R01AC02,S01GX02	S01GX06	0.5	0.77990955
clotrimazole	econazole	G01AF02,D01AC01,G01AF20,A01AB18	G01AF05,D01AC03,G01AF20	0.6666666666666666	0.7300431
clotrimazole	ketoconazole	G01AF02,D01AC01,G01AF20,A01AB18	D01AC08,G01AF11,G01AF20,J02AB02	0.5	0.7018355
ombitasvir	dasabuvir	J05AX67,J05AX66	J05AX16,J05AX66	1.0	0.9046621
oxazepam	prazepam	N05BA04	N05BA11	1.0	0.7286477
oxazepam	triazolam	N05BA04	N05CD05	1.0	0.7363874
oxazepam	nitrazepam	N05BA04	N05CD02	1.0	0.80457807
oxazepam	zopiclone	N05BA04	N05CF01	1.0	0.71683747
oxazepam	bromazepam	N05BA04	N05BA08	1.0	0.76293874
oxazepam	nordazepam	N05BA04	N05BA16	1.0	0.78919405
cefroxadine	cefprozil	J01DB11	J01DC10	1.0	0.7090994
cefroxadine	cefatrizine	J01DB11	J01DB07	1.0	0.70766914
cefroxadine	cefadroxil	J01DB11	J01DB05	1.0	0.7185673
drotaverine	tolperisone	A03AD02	M03BX04,M02AX06	0.0	0.71429545
drotaverine	itopride	A03AD02	A03FA07	1.0	0.750334
drotaverine	eperisone	A03AD02	M03BX09	0.0	0.7461238
benazepril	temocapril	C09AA07,C09BA07	C09AA14	1.0	0.7753995
benazepril	valsartan	C09AA07,C09BA07	C09DB08,C09DX02,C10BX10,C09DB01,C09DX01,C09DA03,C09CA03,C09DX04	1.0	0.7223819
benazepril	fosinopril	C09AA07,C09BA07	C09AA09,C09BA09	1.0	0.7790417
benazepril	imidapril	C09AA07,C09BA07	C09AA16	1.0	0.80463713
benazepril	benidipine	C09AA07,C09BA07	C08CA15	1.0	0.75021
benazepril	delapril	C09AA07,C09BA07	C09BA12,C09BB12,C09AA12	1.0	0.7747208
benazepril	perindopril	C09AA07,C09BA07	C10BX11,C09AA04,C09BX02,C09BA04,C09BX01,C09BB04	1.0	0.71243376
benazepril	aliskiren	C09AA07,C09BA07	C09DX02,C09XA52,C09XA02,C09XA54,C09XA53	1.0	0.7209347
benazepril	ramipril	C09AA07,C09BA07	C09AA05,C10BX04,C10BX06,C09BA05,C09BB07,C09BB05	1.0	0.77191675
benazepril	enalapril	C09AA07,C09BA07	C09BB06,C09BB02,C09AA02,C09BA02	1.0	0.75673246
benazepril	zofenopril	C09AA07,C09BA07	C09BA15,C09AA15	1.0	0.7477466
benazepril	lisinopril	C09AA07,C09BA07	C09AA03,C09BB03,C09BA03,C10BX07	1.0	0.76346374
benazepril	quinapril	C09AA07,C09BA07	C09AA06,C09BA06	1.0	0.817178
carbimazole	methimazole	H03BB01	H03BB02,H03BB52	1.0	0.8059232
carbimazole	propylthiouracil	H03BB01	H03BA02	1.0	0.7494613
cefoperazone	ceftizoxime	J01DD12,J01DD62	J01DD07	1.0	0.73230785
cefoperazone	sulbactam	J01DD12,J01DD62	J01CG01	1.0	0.77423114
cefoperazone	cloxacillin	J01DD12,J01DD62	J01CF02,J01CR50	1.0	0.71612096
zimelidine	moclobemide	N06AB02	N06AG02	1.0	0.72857314
chlorzoxazone	phenacetin	M03BB73,M03BB03,M03BB53	N02BE73,N02BE03,N02BE53	0.0	0.7935079
flomoxef	cefpiramide	J01DC14	J01DD11	1.0	0.70100236
flomoxef	ceftizoxime	J01DC14	J01DD07	1.0	0.8343553
flomoxef	cefamandole	J01DC14	J01DC03	1.0	0.7428934
flomoxef	sulbactam	J01DC14	J01CG01	1.0	0.71617085
flomoxef	cefdinir	J01DC14	J01DD15	1.0	0.708995
flomoxef	cefotiam	J01DC14	J01DC07	1.0	0.7630501
flomoxef	cefpirome	J01DC14	J01DE02	1.0	0.74206704
flomoxef	cefozopran	J01DC14	J01DE03	1.0	0.7411974
flomoxef	latamoxef	J01DC14	J01DD06	1.0	0.82327807
flomoxef	mezlocillin	J01DC14	J01CR50,J01CA10	1.0	0.76261145
amiodarone	dofetilide	C01BD01	C01BD04	1.0	0.70385814
amiodarone	vernakalant	C01BD01	C01BG11	1.0	0.7024889
fimasartan	valsartan	C09CA10	C09DB08,C09DX02,C10BX10,C09DB01,C09DX01,C09DA03,C09CA03,C09DX04	1.0	0.7361203
fimasartan	ramipril	C09CA10	C09AA05,C10BX04,C10BX06,C09BA05,C09BB07,C09BB05	1.0	0.70771885
fimasartan	telmisartan	C09CA10	C09DB04,C09DA07,C09CA07	1.0	0.7230964
iobitridol	iodixanol	V08AB11	V08AB09	1.0	0.70773304
iobitridol	iopamidol	V08AB11	V08AB04	1.0	0.7887392
alfacalcidol	ergocalciferol	A11CC03,M05BB06	A11CC01	0.5	0.7237095
alfacalcidol	risedronate	A11CC03,M05BB06	M05BA07,M05BB02,M05BB04,M05BB07	0.5	0.7299413
alfacalcidol	doxercalciferol	A11CC03,M05BB06	H05BX03	0.0	0.75600755
seratrodast	zafirlukast	R03DX06	R03DC01	1.0	0.7593279
pramipexole	rasagiline	N04BC05	N04BD02	1.0	0.7322241
pramipexole	ropinirole	N04BC05	N04BC04	1.0	0.81024265
bimatoprost	latanoprost	S01EE03	S01EE01	1.0	0.8412284
progabide	tiagabine	N03AG05	N03AG06	1.0	0.7525557
sunitinib	sorafenib	L01XE04	L01XE05	1.0	0.76941454
sunitinib	pazopanib	L01XE04	L01XE11	1.0	0.7643956
sunitinib	axitinib	L01XE04	L01XE17	1.0	0.7945582
droxicam	benoxaprofen	M01AC04	M01AE06	1.0	0.70455366
bendamustine	chlorambucil	L01AA09	L01AA02	1.0	0.73427224
pantoprazole	esomeprazole	A02BC02,A02BD04,A02BD11	M01AE52,A02BC05,A02BD06	0.5	0.7677189
pantoprazole	rabeprazole	A02BC02,A02BD04,A02BD11	A02BC04,M01AA05,M02AA03,A02BC54	0.5	0.7540014
pantoprazole	omeprazole	A02BC02,A02BD04,A02BD11	A02BD05,A02BC01,A02BD01	1.0	0.72696525
methimazole	propylthiouracil	H03BB02,H03BB52	H03BA02	1.0	0.83409387
butenafine	luliconazole	D01AE23	D01AC18	1.0	0.7341896
butenafine	sertaconazole	D01AE23	D01AC14,G01AF20,G01AF19	0.5	0.7286785
sorafenib	axitinib	L01XE05	L01XE17	1.0	0.73528785
rivaroxaban	fondaparinux	B01AF01	B01AX05	1.0	0.71056724
rivaroxaban	apixaban	B01AF01	B01AF02	1.0	0.82573605
mepenzolate	distigmine	A03AB12	N07AA03	0.0	0.7355476
mepenzolate	demecarium	A03AB12	S01EB04	0.0	0.7058337
aripiprazole	cariprazine	N05AX12	N05AX15	1.0	0.7211579
aripiprazole	ziprasidone	N05AX12	N05AE04	1.0	0.7528425
aripiprazole	clozapine	N05AX12	N05AH02	1.0	0.7238295
aripiprazole	amisulpride	N05AX12	N05AL05	1.0	0.7515352
sitafloxacin	doripenem	J01MA21	J01DH04	1.0	0.7304455
sitafloxacin	ceftobiprole	J01MA21	J01DI01	1.0	0.77001035
sitafloxacin	gemifloxacin	J01MA21	J01MA15	1.0	0.7843679
sitafloxacin	prulifloxacin	J01MA21	J01MA17	1.0	0.73602813
sitafloxacin	telithromycin	J01MA21	J01FA15	1.0	0.72188884
ornidazole	pefloxacin	J01RA05,G01AF06,P01AB03,J01RA12,J01XD03,J01RA09	J01MA03	0.3333333333333333	0.73815227
molindone	sertindole	N05AE02	N05AE03	1.0	0.73315734
molindone	pipamperone	N05AE02	N05AD05	1.0	0.7259225
molindone	amoxapine	N05AE02	N06AA17	1.0	0.73896486
molindone	chlorprothixene	N05AE02	N05AF03	1.0	0.7462719
molindone	melperone	N05AE02	N05AD03	1.0	0.73544437
molindone	mesoridazine	N05AE02	N05AC03	1.0	0.7082134
molindone	bromperidol	N05AE02	N05AD06	1.0	0.74818593
molindone	tiapride	N05AE02	N05AL03	1.0	0.7407889
emedastine	triprolidine	S01GX06	R06AX07	0.0	0.72897804
emedastine	ebastine	S01GX06	R06AX22	0.0	0.7198657
temocapril	fosinopril	C09AA14	C09AA09,C09BA09	1.0	0.822547
temocapril	imidapril	C09AA14	C09AA16	1.0	0.87145215
temocapril	benidipine	C09AA14	C08CA15	1.0	0.7396565
temocapril	delapril	C09AA14	C09BA12,C09BB12,C09AA12	1.0	0.8045074
temocapril	ramipril	C09AA14	C09AA05,C10BX04,C10BX06,C09BA05,C09BB07,C09BB05	1.0	0.7166936
temocapril	zofenopril	C09AA14	C09BA15,C09AA15	1.0	0.7177674
temocapril	lisinopril	C09AA14	C09AA03,C09BB03,C09BA03,C10BX07	1.0	0.73933417
temocapril	quinapril	C09AA14	C09AA06,C09BA06	1.0	0.8445888
ibandronate	risedronate	M05BA06	M05BA07,M05BB02,M05BB04,M05BB07	1.0	0.8086585
phenylbutazone	oxyphenbutazone	M01BA01,M01AA01,M02AA01	S01BC02,M01AA03,M02AA04	0.5	0.815387
ezogabine	rufinamide	N03AX21	N03AF03	1.0	0.72916585
fludarabine	cytarabine	L01BB05	L01BC01	1.0	0.7306079
loracarbef	cefprozil	J01DC08	J01DC10	1.0	0.8674439
loracarbef	cefpodoxime	J01DC08	J01DD13	1.0	0.73563826
loracarbef	cefdinir	J01DC08	J01DD15	1.0	0.77936804
loracarbef	cefadroxil	J01DC08	J01DB05	1.0	0.70210296
loracarbef	bacampicillin	J01DC08	J01CR50,J01CA06	1.0	0.7068373
loracarbef	dirithromycin	J01DC08	J01FA13	1.0	0.716277
canagliflozin	sitagliptin	A10BD16,A10BX11	A10BH51,A10BD12,A10BH01,A10BD07	1.0	0.773112
canagliflozin	empagliflozin	A10BD16,A10BX11	A10BD19,A10BX12,A10BD20	1.0	0.78624344
fentonium	timepidium	A03BB04	A03AB19	1.0	0.7963172
escitalopram	paroxetine	N06AB10	N06AB05	1.0	0.7203109
isotretinoin	acitretin	D10AD54,D10AD04,D10BA01	D05BB02	1.0	0.79013765
cefprozil	ceftizoxime	J01DC10	J01DD07	1.0	0.71393204
cefprozil	cefpodoxime	J01DC10	J01DD13	1.0	0.7787002
cefprozil	cefdinir	J01DC10	J01DD15	1.0	0.8635179
cefprozil	cefadroxil	J01DC10	J01DB05	1.0	0.72585475
cefprozil	bacampicillin	J01DC10	J01CR50,J01CA06	1.0	0.72203255
cefprozil	dirithromycin	J01DC10	J01FA13	1.0	0.7197118
pipecuronium	pancuronium	M03AC06	M03AC01	1.0	0.8224553
pipecuronium	doxacurium	M03AC06	M03AC07	1.0	0.85644263
anastrozole	exemestane	L02BG03	L02BG06	1.0	0.8412835
anastrozole	letrozole	L02BG03	L02BG04	1.0	0.7670214
fluconazole	micafungin	J02AC01,D01AC15,J01RA07	J02AX05	0.5	0.7179699
fluconazole	itraconazole	J02AC01,D01AC15,J01RA07	J02AC02	0.5	0.71613777
fluconazole	voriconazole	J02AC01,D01AC15,J01RA07	J02AC03	0.5	0.7104747
rufinamide	zonisamide	N03AF03	N03AX15,G01AE10	0.5	0.7614922
rufinamide	clobazam	N03AF03	N05BA09	1.0	0.78219485
rufinamide	stiripentol	N03AF03	N03AX17	1.0	0.7613842
rufinamide	perampanel	N03AF03	N03AX22	1.0	0.7325455
dihydroergotamine	pizotifen	N02CA01,N02CA51	N02CX01	1.0	0.716734
pemoline	dextroamphetamine	N06BA05	N06BA02	1.0	0.7411411
fluindione	phenprocoumon	B01AA12	B01AA04	1.0	0.7847623
